"","entrezgene_id","model_gene","ensembl_gene_id"
"1215",6888,6888.1,"ENSG00000177156"
"1216",6898,6898.1,"ENSG00000198650"
"1217",6916,6916.1,"ENSG00000059377"
"1218",6999,6999.1,"ENSG00000151790"
"1219",6999,6999.1,"ENSG00000262635"
"1220",7001,7001.2,"ENSG00000167815"
"1221",7001,7001.3,"ENSG00000167815"
"1222",7001,7001.1,"ENSG00000167815"
"1223",7037,7037.1,"ENSG00000072274"
"1224",7054,7054.3,"ENSG00000180176"
"1225",7054,7054.1,"ENSG00000180176"
"1226",7054,7054.2,"ENSG00000180176"
"1227",7083,7083.1,"ENSG00000167900"
"1228",7084,7084.1,"ENSG00000166548"
"1229",7086,7086.1,"ENSG00000163931"
"1230",7108,7108.1,"ENSG00000149809"
"1231",7166,7166.1,"ENSG00000129167"
"1232",7167,7167.1,"ENSG00000111669"
"1233",7173,7173.3,"ENSG00000277603"
"1234",7173,7173.3,"ENSG00000115705"
"1235",7173,7173.5,"ENSG00000277603"
"1236",7173,7173.5,"ENSG00000115705"
"1237",7173,7173.1,"ENSG00000277603"
"1238",7173,7173.1,"ENSG00000115705"
"1239",7173,7173.4,"ENSG00000277603"
"1240",7173,7173.4,"ENSG00000115705"
"1241",7173,7173.2,"ENSG00000277603"
"1242",7173,7173.2,"ENSG00000115705"
"1243",7177,7177.1,"ENSG00000172236"
"1244",7263,7263.1,"ENSG00000128311"
"1245",7264,7264.1,"ENSG00000278243"
"1246",7264,7264.1,"ENSG00000104522"
"1247",7295,7295.1,"ENSG00000136810"
"1248",7296,7296.2,"ENSG00000198431"
"1249",7296,7296.3,"ENSG00000198431"
"1250",7296,7296.4,"ENSG00000198431"
"1251",7296,7296.1,"ENSG00000198431"
"1252",7298,7298.1,"ENSG00000176890"
"1253",7299,7299.1,"ENSG00000077498"
"1254",7306,7306.1,"ENSG00000107165"
"1255",7350,7350.1,"ENSG00000109424"
"1256",7351,7351.1,"ENSG00000175567"
"1257",7352,7352.2,"ENSG00000175564"
"1258",7352,7352.1,"ENSG00000175564"
"1259",7355,7355.1,"ENSG00000102100"
"1260",7357,7357.1,"ENSG00000148154"
"1261",7358,7358.1,"ENSG00000109814"
"1262",7360,7360.2,"ENSG00000169764"
"1263",7360,7360.1,"ENSG00000169764"
"1264",7363,7363.1,"ENSG00000156096"
"1265",7364,7364.1,"ENSG00000171234"
"1266",7365,7365.1,"ENSG00000109181"
"1267",7365,7365.1,"ENSG00000275190"
"1268",7366,7366.1,"ENSG00000196620"
"1269",7366,7366.1,"ENSG00000277132"
"1270",7367,7367.1,"ENSG00000197888"
"1271",7368,7368.1,"ENSG00000174607"
"1272",7371,7371.1,"ENSG00000143179"
"1273",7372,7372.1,"ENSG00000114491"
"1274",7378,7378.1,"ENSG00000183696"
"1275",7378,7378.2,"ENSG00000183696"
"1276",7381,7381.1,"ENSG00000156467"
"1277",7384,7384.1,"ENSG00000010256"
"1278",7385,7385.1,"ENSG00000140740"
"1279",7386,7386.1,"ENSG00000169021"
"1280",7388,7388.1,"ENSG00000173660"
"1281",7389,7389.1,"ENSG00000126088"
"1282",7390,7390.1,"ENSG00000188690"
"1283",7498,7498.1,"ENSG00000158125"
"1284",7779,7779.1,"ENSG00000170385"
"1285",7841,7841.1,"ENSG00000115275"
"1286",7915,7915.1,"ENSG00000112294"
"1287",7915,7915.2,"ENSG00000112294"
"1288",7923,7923.1,"ENSG00000228712"
"1289",7923,7923.1,"ENSG00000204228"
"1290",7923,7923.1,"ENSG00000112474"
"1291",7923,7923.1,"ENSG00000232357"
"1292",7923,7923.1,"ENSG00000228357"
"1293",7923,7923.1,"ENSG00000225312"
"1294",7941,7941.1,"ENSG00000146070"
"1295",7991,7991.1,"ENSG00000104723"
"1296",7991,7991.2,"ENSG00000104723"
"1297",8029,8029.1,"ENSG00000107611"
"1298",8034,8034.1,"ENSG00000122912"
"1299",8050,8050.1,"ENSG00000110435"
"1300",8140,8140.1,"ENSG00000103257"
"1301",8170,8170.1,"ENSG00000132874"
"1302",8228,8228.1,"ENSG00000006757"
"1303",8260,8260.1,"ENSG00000102030"
"1304",8277,8277.1,"ENSG00000007350"
"1305",8288,8288.1,"ENSG00000121053"
"1306",8309,8309.1,"ENSG00000168306"
"1307",8310,8310.1,"ENSG00000087008"
"1308",8372,8372.1,"ENSG00000186792"
"1309",8394,8394.1,"ENSG00000143398"
"1310",8395,8395.1,"ENSG00000107242"
"1311",8396,8396.2,"ENSG00000276293"
"1312",8396,8396.2,"ENSG00000277292"
"1313",8396,8396.1,"ENSG00000276293"
"1314",8396,8396.1,"ENSG00000277292"
"1315",8398,8398.2,"ENSG00000184381"
"1316",8398,8398.1,"ENSG00000184381"
"1317",8399,8399.1,"ENSG00000069764"
"1318",8399,8399.1,"ENSG00000276870"
"1319",8402,8402.1,"ENSG00000108528"
"1320",8424,8424.1,"ENSG00000129151"
"1321",8435,8435.1,"ENSG00000167780"
"1322",8443,8443.1,"ENSG00000116906"
"1323",8479,8479.1,"ENSG00000149929"
"1324",8501,8501.1,"ENSG00000149150"
"1325",8503,8503.1,"ENSG00000117461"
"1326",8509,8509.1,"ENSG00000166507"
"1327",8513,8513.1,"ENSG00000182333"
"1328",8525,8525.2,"ENSG00000149091"
"1329",8525,8525.1,"ENSG00000149091"
"1330",8525,8525.3,"ENSG00000149091"
"1331",8526,8526.1,"ENSG00000153933"
"1332",8527,8527.2,"ENSG00000280873"
"1333",8527,8527.2,"ENSG00000077044"
"1334",8527,8527.1,"ENSG00000280873"
"1335",8527,8527.1,"ENSG00000077044"
"1336",8528,8528.1,"ENSG00000203797"
"1337",8528,8528.2,"ENSG00000203797"
"1338",8529,8529.1,"ENSG00000186115"
"1339",8534,8534.1,"ENSG00000175264"
"1340",8540,8540.1,"ENSG00000018510"
"1341",8560,8560.2,"ENSG00000143753"
"1342",8560,8560.1,"ENSG00000143753"
"1343",8564,8564.1,"ENSG00000117009"
"1344",8566,8566.1,"ENSG00000160209"
"1345",8574,8574.1,"ENSG00000053371"
"1346",8604,8604.1,"ENSG00000115840"
"1347",8608,8608.1,"ENSG00000139547"
"1348",8611,8611.2,"ENSG00000067113"
"1349",8611,8611.1,"ENSG00000067113"
"1350",8612,8612.1,"ENSG00000141934"
"1351",8613,8613.1,"ENSG00000162407"
"1352",8622,8622.1,"ENSG00000284762"
"1353",8622,8622.1,"ENSG00000113231"
"1354",8639,8639.1,"ENSG00000131471"
"1355",8647,8647.1,"ENSG00000276582"
"1356",8647,8647.1,"ENSG00000073734"
"1357",8654,8654.2,"ENSG00000138735"
"1358",8654,8654.3,"ENSG00000138735"
"1359",8654,8654.1,"ENSG00000138735"
"1360",8659,8659.1,"ENSG00000159423"
"1361",8659,8659.2,"ENSG00000159423"
"1362",8671,8671.1,"ENSG00000080493"
"1363",8693,8693.1,"ENSG00000257594"
"1364",8694,8694.1,"ENSG00000185000"
"1365",8694,8694.1,"ENSG00000285482"
"1366",8703,8703.1,"ENSG00000158850"
"1367",8704,8704.2,"ENSG00000117411"
"1368",8704,8704.1,"ENSG00000117411"
"1369",8705,8705.1,"ENSG00000236802"
"1370",8705,8705.1,"ENSG00000235863"
"1371",8705,8705.1,"ENSG00000226936"
"1372",8705,8705.1,"ENSG00000206285"
"1373",8705,8705.1,"ENSG00000235155"
"1374",8706,8706.1,"ENSG00000169255"
"1375",8706,8706.3,"ENSG00000169255"
"1376",8706,8706.2,"ENSG00000169255"
"1377",8706,8706.4,"ENSG00000169255"
"1378",8714,8714.1,"ENSG00000108846"
"1379",8714,8714.2,"ENSG00000108846"
"1380",8714,8714.3,"ENSG00000108846"
"1381",8733,8733.1,"ENSG00000197858"
"1382",8760,8760.1,"ENSG00000101290"
"1383",8776,8776.1,"ENSG00000063601"
"1384",8789,8789.1,"ENSG00000130957"
"1385",8790,8790.1,"ENSG00000254685"
"1386",8801,8801.1,"ENSG00000172340"
"1387",8802,8802.1,"ENSG00000163541"
"1388",8803,8803.1,"ENSG00000136143"
"1389",8813,8813.1,"ENSG00000000419"
"1390",8818,8818.1,"ENSG00000136908"
"1391",8818,8818.2,"ENSG00000136908"
"1392",8821,8821.1,"ENSG00000109452"
"1393",8824,8824.1,"ENSG00000172831"
"1394",8833,8833.1,"ENSG00000163655"
"1395",8836,8836.1,"ENSG00000137563"
"1396",8854,8854.2,"ENSG00000128918"
"1397",8854,8854.3,"ENSG00000128918"
"1398",8854,8854.1,"ENSG00000128918"
"1399",8867,8867.1,"ENSG00000159082"
"1400",8867,8867.2,"ENSG00000159082"
"1401",8869,8869.1,"ENSG00000115525"
"1402",8871,8871.1,"ENSG00000078269"
"1403",8875,8875.2,"ENSG00000112303"
"1404",8875,8875.1,"ENSG00000112303"
"1405",8876,8876.1,"ENSG00000112299"
"1406",8877,8877.1,"ENSG00000176170"
"1407",8879,8879.1,"ENSG00000166224"
"1408",8884,8884.1,"ENSG00000138074"
"1409",8897,8897.1,"ENSG00000100330"
"1410",8897,8897.3,"ENSG00000100330"
"1411",8897,8897.2,"ENSG00000100330"
"1412",8898,8898.1,"ENSG00000087053"
"1413",8908,8908.1,"ENSG00000056998"
"1414",8942,8942.1,"ENSG00000115919"
"1415",8972,8972.1,"ENSG00000282607"
"1416",8972,8972.1,"ENSG00000257335"
"1417",8974,8974.1,"ENSG00000072682"
"1418",8985,8985.1,"ENSG00000106397"
"1419",8992,8992.1,"ENSG00000113732"
"1420",9016,9016.1,"ENSG00000102078"
"1421",9016,9016.2,"ENSG00000102078"
"1422",9023,9023.1,"ENSG00000138135"
"1423",9045,9045.1,"ENSG00000188846"
"1424",9056,9056.1,"ENSG00000155465"
"1425",9057,9057.1,"ENSG00000103064"
"1426",9058,9058.1,"ENSG00000007216"
"1427",9060,9060.1,"ENSG00000198682"
"1428",9061,9061.1,"ENSG00000138801"
"1429",9091,9091.1,"ENSG00000007541"
"1430",9091,9091.2,"ENSG00000007541"
"1431",9114,9114.1,"ENSG00000159720"
"1432",9123,9123.1,"ENSG00000141526"
"1433",9152,9152.1,"ENSG00000165970"
"1434",9153,9153.1,"ENSG00000137860"
"1435",9154,9154.2,"ENSG00000156222"
"1436",9154,9154.1,"ENSG00000156222"
"1437",9162,9162.1,"ENSG00000157680"
"1438",9167,9167.1,"ENSG00000115944"
"1439",9187,9187.1,"ENSG00000074621"
"1440",9194,9194.1,"ENSG00000118596"
"1441",9197,9197.1,"ENSG00000169359"
"1442",9227,9227.1,"ENSG00000121207"
"1443",9245,9245.1,"ENSG00000140297"
"1444",9296,9296.1,"ENSG00000128524"
"1445",9331,9331.1,"ENSG00000118276"
"1446",9334,9334.1,"ENSG00000158470"
"1447",9348,9348.1,"ENSG00000164100"
"1448",9365,9365.1,"ENSG00000133116"
"1449",9374,9374.1,"ENSG00000221988"
"1450",9374,9374.1,"ENSG00000206329"
"1451",9374,9374.1,"ENSG00000228116"
"1452",9374,9374.1,"ENSG00000236649"
"1453",9374,9374.1,"ENSG00000206256"
"1454",9374,9374.1,"ENSG00000168452"
"1455",9374,9374.1,"ENSG00000227600"
"1456",9374,9374.1,"ENSG00000231618"
"1457",9377,9377.1,"ENSG00000178741"
"1458",9380,9380.1,"ENSG00000137106"
"1459",9388,9388.1,"ENSG00000101670"
"1460",9390,9390.1,"ENSG00000172940"
"1461",9394,9394.1,"ENSG00000136720"
"1462",9415,9415.1,"ENSG00000134824"
"1463",9420,9420.1,"ENSG00000172817"
"1464",9435,9435.1,"ENSG00000175040"
"1465",9453,9453.1,"ENSG00000152904"
"1466",9468,9468.1,"ENSG00000102230"
"1467",9469,9469.1,"ENSG00000122863"
"1468",9481,9481.1,"ENSG00000153291"
"1469",9487,9487.1,"ENSG00000108474"
"1470",9488,9488.1,"ENSG00000069943"
"1471",9489,9489.1,"ENSG00000087157"
"1472",9497,9497.1,"ENSG00000033867"
"1473",9498,9498.1,"ENSG00000050438"
"1474",9514,9514.1,"ENSG00000128242"
"1475",9517,9517.1,"ENSG00000100596"
"1476",9536,9536.2,"ENSG00000148344"
"1477",9536,9536.1,"ENSG00000148344"
"1478",9550,9550.1,"ENSG00000136888"
"1479",9551,9551.3,"ENSG00000241468"
"1480",9551,9551.2,"ENSG00000241468"
"1481",9551,9551.1,"ENSG00000241468"
"1482",9563,9563.1,"ENSG00000049239"
"1483",9583,9583.1,"ENSG00000197217"
"1484",9588,9588.1,"ENSG00000117592"
"1485",9615,9615.1,"ENSG00000119125"
"1486",9651,9651.1,"ENSG00000276429"
"1487",9651,9651.1,"ENSG00000149527"
"1488",9653,9653.1,"ENSG00000153936"
"1489",9789,9789.1,"ENSG00000118363"
"1490",9791,9791.1,"ENSG00000156471"
"1491",9807,9807.2,"ENSG00000176095"
"1492",9807,9807.1,"ENSG00000176095"
"1493",9843,9843.1,"ENSG00000089472"
"1494",9869,9869.1,"ENSG00000143379"
"1495",9942,9942.1,"ENSG00000093217"
"1496",9945,9945.1,"ENSG00000131459"
"1497",9951,9951.1,"ENSG00000182601"
"1498",9953,9953.1,"ENSG00000125430"
"1499",9955,9955.1,"ENSG00000153976"
"1500",9956,9956.1,"ENSG00000122254"
"1501",9957,9957.1,"ENSG00000002587"
"1502",9962,9962.1,"ENSG00000089057"
"1503",9962,9962.2,"ENSG00000089057"
"1504",9963,9963.2,"ENSG00000170482"
"1505",9963,9963.1,"ENSG00000170482"
"1506",9990,9990.1,"ENSG00000140199"
"1507",10005,10005.3,"ENSG00000101473"
"1508",10005,10005.2,"ENSG00000101473"
"1509",10005,10005.1,"ENSG00000101473"
"1510",10007,10007.1,"ENSG00000113552"
"1511",10020,10020.1,"ENSG00000159921"
"1512",10026,10026.1,"ENSG00000142892"
"1513",10050,10050.1,"ENSG00000146039"
"1514",10057,10057.1,"ENSG00000114770"
"1515",10057,10057.2,"ENSG00000114770"
"1516",10060,10060.1,"ENSG00000069431"
"1517",10087,10087.1,"ENSG00000113163"
"1518",10090,10090.1,"ENSG00000111962"
"1519",10135,10135.1,"ENSG00000105835"
"1520",10157,10157.1,"ENSG00000008311"
"1521",10164,10164.1,"ENSG00000140835"
"1522",10165,10165.1,"ENSG00000004864"
"1523",10166,10166.1,"ENSG00000102743"
"1524",10195,10195.3,"ENSG00000214160"
"1525",10195,10195.4,"ENSG00000214160"
"1526",10195,10195.2,"ENSG00000214160"
"1527",10195,10195.1,"ENSG00000214160"
"1528",10201,10201.1,"ENSG00000172113"
"1529",10229,10229.1,"ENSG00000167186"
"1530",10246,10246.1,"ENSG00000112337"
"1531",10249,10249.1,"ENSG00000149124"
"1532",10257,10257.1,"ENSG00000125257"
"1533",10312,10312.2,"ENSG00000110719"
"1534",10312,10312.1,"ENSG00000110719"
"1535",10317,10317.1,"ENSG00000183778"
"1536",10317,10317.3,"ENSG00000183778"
"1537",10317,10317.5,"ENSG00000183778"
"1538",10317,10317.4,"ENSG00000183778"
"1539",10317,10317.2,"ENSG00000183778"
"1540",10327,10327.2,"ENSG00000117448"
"1541",10327,10327.1,"ENSG00000117448"
"1542",10331,10331.1,"ENSG00000179913"
"1543",10380,10380.1,"ENSG00000162813"
"1544",10390,10390.1,"ENSG00000134255"
"1545",10396,10396.1,"ENSG00000124406"
"1546",10400,10400.3,"ENSG00000133027"
"1547",10400,10400.2,"ENSG00000133027"
"1548",10400,10400.1,"ENSG00000133027"
"1549",10402,10402.1,"ENSG00000064225"
"1550",10423,10423.1,"ENSG00000103502"
"1551",10423,10423.2,"ENSG00000103502"
"1552",10449,10449.1,"ENSG00000167315"
"1553",10455,10455.1,"ENSG00000198721"
"1554",10476,10476.1,"ENSG00000167863"
"1555",10476,10476.2,"ENSG00000167863"
"1556",10478,10478.1,"ENSG00000100372"
"1557",10554,10554.1,"ENSG00000235758"
"1558",10554,10554.1,"ENSG00000226467"
"1559",10554,10554.1,"ENSG00000236873"
"1560",10554,10554.1,"ENSG00000228892"
"1561",10554,10554.1,"ENSG00000204310"
"1562",10554,10554.1,"ENSG00000206324"
"1563",10554,10554.1,"ENSG00000227642"
"1564",10555,10555.1,"ENSG00000169692"
"1565",10558,10558.1,"ENSG00000090054"
"1566",10559,10559.1,"ENSG00000164414"
"1567",10560,10560.1,"ENSG00000117479"
"1568",10568,10568.1,"ENSG00000157765"
"1569",10587,10587.1,"ENSG00000184470"
"1570",10587,10587.3,"ENSG00000184470"
"1571",10587,10587.2,"ENSG00000184470"
"1572",10588,10588.1,"ENSG00000136371"
"1573",10599,10599.1,"ENSG00000134538"
"1574",10606,10606.1,"ENSG00000128050"
"1575",10610,10610.1,"ENSG00000070731"
"1576",10632,10632.1,"ENSG00000167283"
"1577",10654,10654.1,"ENSG00000163344"
"1578",10678,10678.1,"ENSG00000170340"
"1579",10678,10678.2,"ENSG00000170340"
"1580",10682,10682.1,"ENSG00000147155"
"1581",10690,10690.1,"ENSG00000172461"
"1582",10720,10720.1,"ENSG00000213759"
"1583",10723,10723.1,"ENSG00000113504"
"1584",10723,10723.1,"ENSG00000276482"
"1585",10724,10724.1,"ENSG00000198408"
"1586",10728,10728.1,"ENSG00000110958"
"1587",10768,10768.2,"ENSG00000168710"
"1588",10768,10768.1,"ENSG00000168710"
"1589",10786,10786.1,"ENSG00000124564"
"1590",10797,10797.1,"ENSG00000065911"
"1591",10840,10840.1,"ENSG00000144908"
"1592",10841,10841.2,"ENSG00000281775"
"1593",10841,10841.2,"ENSG00000160282"
"1594",10841,10841.1,"ENSG00000281775"
"1595",10841,10841.1,"ENSG00000160282"
"1596",10846,10846.1,"ENSG00000112541"
"1597",10858,10858.1,"ENSG00000036530"
"1598",10861,10861.3,"ENSG00000145217"
"1599",10861,10861.1,"ENSG00000145217"
"1600",10861,10861.2,"ENSG00000145217"
"1601",10864,10864.1,"ENSG00000137204"
"1602",10870,10870.1,"ENSG00000126264"
"1603",10873,10873.1,"ENSG00000151376"
"1604",10901,10901.1,"ENSG00000284807"
"1605",10901,10901.1,"ENSG00000157326"
"1606",10905,10905.1,"ENSG00000198162"
"1607",10919,10919.2,"ENSG00000227333"
"1608",10919,10919.2,"ENSG00000224143"
"1609",10919,10919.2,"ENSG00000206376"
"1610",10919,10919.2,"ENSG00000232045"
"1611",10919,10919.2,"ENSG00000204371"
"1612",10919,10919.2,"ENSG00000236759"
"1613",10919,10919.2,"ENSG00000238134"
"1614",10919,10919.1,"ENSG00000227333"
"1615",10919,10919.1,"ENSG00000224143"
"1616",10919,10919.1,"ENSG00000206376"
"1617",10919,10919.1,"ENSG00000232045"
"1618",10919,10919.1,"ENSG00000204371"
"1619",10919,10919.1,"ENSG00000236759"
"1620",10919,10919.1,"ENSG00000238134"
"1621",10935,10935.2,"ENSG00000165672"
"1622",10935,10935.1,"ENSG00000165672"
"1623",10948,10948.1,"ENSG00000131748"
"1624",10965,10965.1,"ENSG00000119673"
"1625",10975,10975.1,"ENSG00000127540"
"1626",10991,10991.1,"ENSG00000188338"
"1627",10993,10993.1,"ENSG00000135094"
"1628",10998,10998.1,"ENSG00000083807"
"1629",10999,10999.1,"ENSG00000167114"
"1630",11000,11000.1,"ENSG00000143554"
"1631",11000,11000.1,"ENSG00000263163"
"1632",11001,11001.1,"ENSG00000140284"
"1633",11041,11041.1,"ENSG00000174684"
"1634",11046,11046.1,"ENSG00000130958"
"1635",11046,11046.1,"ENSG00000285269"
"1636",11112,11112.1,"ENSG00000106049"
"1637",11136,11136.1,"ENSG00000021488"
"1638",11164,11164.1,"ENSG00000165609"
"1639",11181,11181.1,"ENSG00000118094"
"1640",11182,11182.1,"ENSG00000281165"
"1641",11182,11182.1,"ENSG00000160326"
"1642",11185,11185.1,"ENSG00000241644"
"1643",11212,11212.1,"ENSG00000147471"
"1644",11226,11226.1,"ENSG00000139629"
"1645",11227,11227.1,"ENSG00000136542"
"1646",11238,11238.1,"ENSG00000169239"
"1647",11253,11253.1,"ENSG00000177239"
"1648",11254,11254.1,"ENSG00000268104"
"1649",11282,11282.1,"ENSG00000161013"
"1650",11282,11282.1,"ENSG00000284501"
"1651",11282,11282.2,"ENSG00000161013"
"1652",11282,11282.2,"ENSG00000284501"
"1653",11283,11283.1,"ENSG00000186526"
"1654",11285,11285.1,"ENSG00000027847"
"1655",11309,11309.1,"ENSG00000137491"
"1656",11320,11320.1,"ENSG00000071073"
"1657",11332,11332.1,"ENSG00000097021"
"1658",11343,11343.2,"ENSG00000074416"
"1659",11343,11343.1,"ENSG00000074416"
"1660",22856,22856.1,"ENSG00000131873"
"1661",22928,22928.1,"ENSG00000179918"
"1662",22929,22929.1,"ENSG00000086475"
"1663",22934,22934.1,"ENSG00000153574"
"1664",22978,22978.1,"ENSG00000076685"
"1665",23007,23007.1,"ENSG00000114805"
"1666",23057,23057.2,"ENSG00000157064"
"1667",23057,23057.1,"ENSG00000157064"
"1668",23169,23169.1,"ENSG00000116704"
"1669",23205,23205.1,"ENSG00000103740"
"1670",23236,23236.1,"ENSG00000182621"
"1671",23236,23236.2,"ENSG00000182621"
"1672",23305,23305.1,"ENSG00000164398"
"1673",23315,23315.1,"ENSG00000197818"
"1674",23382,23382.1,"ENSG00000158467"
"1675",23396,23396.1,"ENSG00000186111"
"1676",23417,23417.1,"ENSG00000103150"
"1677",23428,23428.1,"ENSG00000092068"
"1678",23428,23428.2,"ENSG00000092068"
"1679",23430,23430.1,"ENSG00000095917"
"1680",23439,23439.1,"ENSG00000101892"
"1681",23443,23443.1,"ENSG00000117620"
"1682",23464,23464.1,"ENSG00000100116"
"1683",23475,23475.1,"ENSG00000103485"
"1684",23478,23478.1,"ENSG00000140612"
"1685",23483,23483.1,"ENSG00000088451"
"1686",23498,23498.1,"ENSG00000162882"
"1687",23530,23530.1,"ENSG00000112992"
"1688",23530,23530.2,"ENSG00000112992"
"1689",23533,23533.1,"ENSG00000141506"
"1690",23539,23539.1,"ENSG00000100156"
"1691",23545,23545.1,"ENSG00000185344"
"1692",23556,23556.2,"ENSG00000197563"
"1693",23556,23556.1,"ENSG00000197563"
"1694",23563,23563.2,"ENSG00000135702"
"1695",23563,23563.1,"ENSG00000135702"
"1696",23600,23600.1,"ENSG00000242110"
"1697",23600,23600.2,"ENSG00000242110"
"1698",23632,23632.1,"ENSG00000118298"
"1699",23657,23657.1,"ENSG00000151012"
"1700",23743,23743.1,"ENSG00000132840"
"1701",23761,23761.1,"ENSG00000241878"
"1702",25769,25769.1,"ENSG00000155886"
"1703",25796,25796.1,"ENSG00000130313"
"1704",25828,25828.1,"ENSG00000100348"
"1705",25830,25830.1,"ENSG00000130540"
"1706",25902,25902.1,"ENSG00000120254"
"1707",26002,26002.1,"ENSG00000079931"
"1708",26035,26035.1,"ENSG00000138604"
"1709",26061,26061.1,"ENSG00000131373"
"1710",26063,26063.1,"ENSG00000274296"
"1711",26063,26063.1,"ENSG00000242612"
"1712",26227,26227.1,"ENSG00000092621"
"1713",26229,26229.1,"ENSG00000149541"
"1714",26266,26266.1,"ENSG00000164707"
"1715",26275,26275.2,"ENSG00000198130"
"1716",26275,26275.1,"ENSG00000198130"
"1717",26279,26279.1,"ENSG00000117215"
"1718",26289,26289.2,"ENSG00000154027"
"1719",26289,26289.1,"ENSG00000154027"
"1720",26290,26290.1,"ENSG00000130035"
"1721",26301,26301.1,"ENSG00000148288"
"1722",26330,26330.1,"ENSG00000105679"
"1723",26503,26503.1,"ENSG00000119899"
"1724",26873,26873.1,"ENSG00000178814"
"1725",27010,27010.1,"ENSG00000196511"
"1726",27034,27034.1,"ENSG00000151498"
"1727",27068,27068.4,"ENSG00000138777"
"1728",27068,27068.1,"ENSG00000138777"
"1729",27068,27068.3,"ENSG00000138777"
"1730",27068,27068.2,"ENSG00000138777"
"1731",27087,27087.1,"ENSG00000109956"
"1732",27087,27087.2,"ENSG00000109956"
"1733",27089,27089.1,"ENSG00000164405"
"1734",27109,27109.1,"ENSG00000125375"
"1735",27115,27115.1,"ENSG00000171408"
"1736",27124,27124.2,"ENSG00000185133"
"1737",27124,27124.1,"ENSG00000185133"
"1738",27159,27159.2,"ENSG00000134216"
"1739",27159,27159.1,"ENSG00000134216"
"1740",27165,27165.1,"ENSG00000135423"
"1741",27165,27165.2,"ENSG00000135423"
"1742",27232,27232.1,"ENSG00000124713"
"1743",27235,27235.1,"ENSG00000173085"
"1744",27306,27306.1,"ENSG00000163106"
"1745",27349,27349.1,"ENSG00000100294"
"1746",27349,27349.2,"ENSG00000100294"
"1747",27430,27430.1,"ENSG00000038274"
"1748",27430,27430.2,"ENSG00000038274"
"1749",28231,28231.1,"ENSG00000101187"
"1750",28232,28232.1,"ENSG00000176463"
"1751",28234,28234.1,"ENSG00000111700"
"1752",28965,28965.1,"ENSG00000113396"
"1753",28972,28972.1,"ENSG00000114902"
"1754",28976,28976.1,"ENSG00000177646"
"1755",28982,28982.1,"ENSG00000162769"
"1756",29124,29124.1,"ENSG00000105198"
"1757",29785,29785.1,"ENSG00000167600"
"1758",29796,29796.2,"ENSG00000184076"
"1759",29796,29796.1,"ENSG00000184076"
"1760",29880,29880.1,"ENSG00000120697"
"1761",29881,29881.1,"ENSG00000015520"
"1762",29906,29906.1,"ENSG00000101638"
"1763",29920,29920.1,"ENSG00000143811"
"1764",29922,29922.1,"ENSG00000143156"
"1765",29922,29922.2,"ENSG00000143156"
"1766",29925,29925.1,"ENSG00000173540"
"1767",29925,29925.2,"ENSG00000173540"
"1768",29926,29926.1,"ENSG00000144591"
"1769",29926,29926.2,"ENSG00000144591"
"1770",29929,29929.1,"ENSG00000088035"
"1771",29953,29953.1,"ENSG00000072657"
"1772",29958,29958.1,"ENSG00000132837"
"1773",29968,29968.1,"ENSG00000135069"
"1774",29968,29968.2,"ENSG00000135069"
"1775",29988,29988.1,"ENSG00000136856"
"1776",30061,30061.1,"ENSG00000138449"
"1777",30814,30814.1,"ENSG00000188784"
"1778",30815,30815.1,"ENSG00000160408"
"1779",30833,30833.1,"ENSG00000125458"
"1780",50484,50484.1,"ENSG00000048392"
"1781",50487,50487.1,"ENSG00000100078"
"1782",50506,50506.1,"ENSG00000140279"
"1783",50515,50515.1,"ENSG00000171310"
